Tweet Id	Text	Name	Screen Name	UTC	Created At	Favorites	Retweets	Language	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type	Media URLs			
1327686466798051328	"@Blue__Bunting @BioHospitalix @nathanpsmad @EricBillyFR Et page 56 ils précisent que ""confirmed-COVID19"" inclut au moins 1 symptôme ET confirmation par RT-PCR (ou équivalent)... Mais ça repose donc bien sur les formes symptomatiques...
On ne sait donc rien du pouvoir du vaccin à empêcher l'infection"	Claude-Alexandre GUSTAVE	C_A_Gustave	2020-11-14T18:54:55.000Z	Sat Nov 14 18:54:55 +0000 2020	0	0	fr	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Reply		0	4					
1327686466747580416	RT @DrEricDing : ⚠️MOTHER OF GOD—El Paso nurse’s horrifying story of hospital situation. There is a COVID room nicknamed “the pit” where no doctors enter, patients only get 3 CPR cycles—patients are sent there to just wait, code &amp; die. None has survived “the pit”. #COVID19 https://t.co/vvih3rVzPL	m◎ll¥ 🌨️	WWWVillainess	2020-11-14T18:54:55.000Z	Sat Nov 14 18:54:55 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet		1	0	video	https://video.twimg.com/ext_tw_video/1327396333339242496/pu/vid/360x480/kKHB0q86lW5rHCEu.mp4?tag=10			
1327686466407976964	"Nuova puntata di @nonelarena
con Massimo Giletti. Ecco le #anticipazioni sui temi e sugli ospiti di domenica 15 novembre.
Dalle 20.30 su @La7tv.
#nonelarena #Giletti #La7 #COVID19 #zonerosse
#Campania #Calabria  #Salvini #FabrizioCorona
@Affaritaliani 
https://t.co/Uz5iFiLUTr"	Non è l'Arena	nonelarena	2020-11-14T18:54:55.000Z	Sat Nov 14 18:54:55 +0000 2020	0	0	it	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Tweet	https://www.affaritaliani.it/sport/milan-news/non-e-l-arena-di-massimo-giletti-campania-zona-rossa-fabrizio-corona-e-anticipazioni-706048.html 	10	3					
1327686466277957644	@OleItumbi #COVID19 is real and statistics of deaths is ever rising - Yet some are busy mobilising for #BBINonsense	Joseah Mutai	JoseahMutaiKE	2020-11-14T18:54:55.000Z	Sat Nov 14 18:54:55 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Reply		2	1					
1327686465455874049	RT @sextaNoticias : Duros datos en Italia: 37.255 casos y 544 muertes por COVID-19 en las últimas 24 horas https://t.co/b4xADXPtIO https://t.co/NptHkFKPJv	Guillermo  Guigou	GuillermoGuigou	2020-11-14T18:54:55.000Z	Sat Nov 14 18:54:55 +0000 2020	0	0	es	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet	http://atres.red/2sidi6 	0	0	photo	https://pbs.twimg.com/media/Emzi-pvWEAQSsca.jpg			
1327686464323383296	RT @DrTedros : In the meantime, during this year of unprecedented challenges due to #COVID19, we must strive to provide treatment &amp; care for as many people living with #diabetes as possible &amp; continue our journey towards a healthier, safer, fairer 🌍 for everyone, everywhere. #WorldDiabetesDay	Deborah Healy, M.Ed.	DeborahHealy_	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		3	0					
1327686464285642753	RT @cialdella01 : Le Covid19 a frappé en septembre un couple d'amis sur Marseille. Lui n'a pas pris d'HCQ et a parfaitement récupéré. Sa femme a pris l'HCQ mais a dû l'arrêter au bout de qq j. Pb hépatiques. Elle a des séquelles pulmonaires, a fait une péricardite et ne peut pas retravailler	Alphamax	Alphamax14	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	fr	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Retweet		0	0					
1327686462595207169	"ದೆಹಲಿಯಲ್ಲಿ 24 ಗಂಟೆಗಳ ಅವಧಿಯಲ್ಲಿ 7340 ಹೊಸ ಸೋಂಕು ಪ್ರಕರಣಗಳು ಪತ್ತೆ..! 
#NewDelhi #COVID19 #HealthDepartment #ನವದೆಹಲಿ #ಕೋವಿಡ್-19 #ಆರೋಗ್ಯಇಲಾಖೆ
Read more here: https://t.co/QSSMJHv92p"	kannadaprabha	KannadaPrabha	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	kn	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Tweet	https://bityl.co/4S6N 	6	0					
1327686462565982211	RT @Le___Doc : En #Iran 30000 infirmières contaminées par le #COVID19, des femmes qui bossent 12h par jour, non payées, non soignées... et qui quittent désormais le pays.  https://t.co/vvX4qTeU3o	Samie MASSAU -	MassauSamie	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	fr	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Retweet	https://english.mojahedin.org/i/iran-covid19-coronavirus-nurses-poverty-20201113 	2	0					
1327686462125563904	"RT @LouiseRyder16 : @RishiSunak @Keir_Starmer  

Give #50sWomen our PENSIONS NOW

Protect us from #COVID19 

Give jobs to Younger People starting in the UK

Like Germany and Poland

SIMPLE CHEAP

#BackTo60 #FullRestitution #CEDAW https://t.co/RCLAJKGidl"	Jeanette Bailey	jeanetteb59	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	en	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	Retweet	https://twitter.com/tinagreed/status/1301252711548178434 	5	2					
1327686461571944450	RT @DrEricDing : 📍El Paso, TX is so understaffed they are using inmates to help move deceased #COVID19 patients to the mobile overflow morgues. https://t.co/4KRXYBCdWo	DarkestPoe	DarkestPoe	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		1	0	photo	https://pbs.twimg.com/media/EmyU7mlXEAEp3ko.jpg	https://pbs.twimg.com/media/EmyU7nYWMAERkIz.jpg		
1327686461072805888	"@Fedez Le iniziative del genere sono Onorevoli! Mi rivolgo a Federico e @vascorossi.
Però osservando la foto postata con i nominativi, sono inclusi quei Tour manager che hanno fatto i soldi e la cresta con i concerti annullati causa Covid19 (Rif. Voucher)
Vabbè!"	Leonardo Gaetani	GaetaniLeonardo	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	it	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Reply		0	2					
1327686461009899520	@Monica_Garcia_G @Rita_Maestre @MariaPastorV La hostelería sigue abierta. Los comercios sigue abierta. Hay futuro. La izquierda está arrinconada. EL Covid19 está arrinconado. Madrid modelo de futuro frente al Covid19 por el empleo y contra la izquierda.	Alguien	Alguien91628390	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	es	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Reply		0	3					
1327686460926025731	"RT @CasaVecinalTet : Aunque los datos de la COVID19 mejoren.....
El bicho sigue ahí
Protégete,  Protégenos https://t.co/8WwPsI1avR"	Barrios Chamberí	BarriosChamberi	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	es	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Retweet		0	0	photo	https://pbs.twimg.com/media/EmybNyoWMAEibDo.jpg	https://pbs.twimg.com/media/EmybPGhWMAAy_b2.jpg		
1327686460926025728	RT @Andrew_Adonis : Labour &amp; the Lib Dems should be calling for a long extension of the Brexit transition period. Stark staring obvious that this is in the national interest during the continuing COVID19 pandemic	Carmen Bartolomé	Korrotxana	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		0	0					
1327686460787609602	"RT @AJKayWriter : North Dakota does an excellent job contextualizing #covid19 hospitalization data.

They delineate hosps WITH Covid &amp; DUE TO Covid.

Of 425 hospitalized WITH Covid, only 305 are there DUE TO Covid.

Other states would show all 425 as “COVID hospitalizations”—a 40% overstatement. https://t.co/u7Z20LsMph"	Greatest Ever	greatesteverMD	2020-11-14T18:54:54.000Z	Sat Nov 14 18:54:54 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		1	0	photo	https://pbs.twimg.com/media/EmzZky-UcAIONDi.jpg			
1327686459546099718	RT @AiltonBenedito : Campanha eleitoral de 2020 que se encerra foi marcada por aglomerações, apertos de mão, mau uso de máscaras, apesar da pandemia de #Covid19. Ou seja, mesmo com dificuldade, candidatos FIZERAM CAMPANHA, SEM LOCKDOWN. Que não tentem impor essa medida totalitária depois de eleitos.	Gustavo Mattos	Gustavo03895896	2020-11-14T18:54:53.000Z	Sat Nov 14 18:54:53 +0000 2020	0	0	pt	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet		1	0					
1327686457826349061	"RT @GovMLG : There's a lot of #COVID19 information to take in – here are some helpful links for New Mexico ⬇️

Find more information on yesterday's announcement of New Mexico's two-week reset here: https://t.co/tg63oH1VFu https://t.co/RCjQmt6PKw"	D Apodaca	DApodaca8	2020-11-14T18:54:53.000Z	Sat Nov 14 18:54:53 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet	https://bit.ly/38J21f6 	1	0	photo	https://pbs.twimg.com/media/EmziWApVkAAYEdB.jpg			
1327686456983293965	@OleItumbi What pains most is, --the likes of NHIF are mandatory for any job seeker and yet the can't cover #COVID19 bills	BK_anubik	Kibunar	2020-11-14T18:54:53.000Z	Sat Nov 14 18:54:53 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Reply		1	1					
1327686455452286976	"RT @HFEC282Y : La Faillite de la crise covid19 est triple:
1- politique
2- médicale remplacée par une pseudo science
3- médiatique et journalistique qui amplifié les anomalies sans jouer son rôle
Démocratie ?"	Olive	YingYan09591940	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	fr	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Retweet		0	0					
1327686455267905538	"RT @PriyanshSingh99 : Day 44 : Continued with the theory of Object Oriented Programming (OOP). 
Also did a few output based questions of C++ on #gfg.

#100DaysOfCode #COVID19 #StayHome #programming #code #Coding #github #Google #microsoft #Python"	Gnuts about Code	CodeGnuts	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	en	"<a href=""https://adam-spice.online"" rel=""nofollow"">GnutsBot</a>"	Retweet		11	0					
1327686454382899201	RT @ErnestScheyder : Nevada’s governor tests positive for #COVID19 https://t.co/l4dN3bh6rx	Dillon Richards	KOCODillon	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet	https://twitter.com/usatoday/status/1327684976599572481 	1	0					
1327686453661290496	RT @Vocal_1 : Wait, you mean inviting all your pub friends over for game night isn't stopping #COVID19 ?	Dian living a simple life        -original Lady Di	dian_simplethin	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet		1	0					
1327686453179117574	RT @JasonNjoku : 24th Oct &amp; 7th Nov. Finally leaving the hospital. Can barely walk more than 10m a time but I'm now resting at home 🙏🏾. Covid19 is vicious, relentless and made me the most unwell I have ever been in my life. A long recovery ahead. But we thank God 🙏🏾😷. https://t.co/lHrDoVZiRe	Amina Abubakar	meenaabu	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		0	0	photo	https://pbs.twimg.com/media/EmOtPQhWMAM_uNb.jpg	https://pbs.twimg.com/media/EmOtPQfW8AIUqwG.jpg		
1327686452289949696	"RT @CH_Gallois : Le remdesivir de Gilead est désormais classé comme traitement aggravant à ne pas utiliser contre le #COVID19.

L’UE 🇪🇺 s’était précipitée le 8 octobre pour acheter 500 000 doses : coût 1 milliard d’euros !

Et ils veulent créer une UE de la santé ? 🤔

https://t.co/VO6jbmb6PG"	Nathalie	Nathali83982407	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	fr	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet	https://www.reuters.com/article/us-health-coronavirus-remdesivir-gilead-idUSKBN27T13W 	1	0					
1327686451908276235	RT @Guillaume6869 : Après Covid19, Françoivid22 https://t.co/S8xNngmM1a	josiane MICHEL	LACPURE	2020-11-14T18:54:52.000Z	Sat Nov 14 18:54:52 +0000 2020	0	0	fr	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet	https://twitter.com/BFMTV/status/1327256815168577543 	0	0					
1327686450805149696	RT @tonymess : ‘The wolf is at the door,’ ⁦@MOHospitals⁩ says about rising #COVID19 cases in Missouri, joining call to ⁦@GovParsonMO⁩ asking for statewide mask mandate. #CoronavirusPandemic https://t.co/HjauRBKju1	Alex Johnson	thatguyjohnson7	2020-11-14T18:54:51.000Z	Sat Nov 14 18:54:51 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Retweet		2	2	photo	https://pbs.twimg.com/media/EmzXKAGXUAEMYsA.jpg			
1327686447655235585	RT @HelenRSalisbury : My timeline is filling up again with the faces of healthcare colleagues who have died from Covid19. I am so sad, so grateful for their work, and also angry that we find ourselves here for a second time.	David Shanks	davesh153	2020-11-14T18:54:50.000Z	Sat Nov 14 18:54:50 +0000 2020	0	0	en	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet		0	0					
1327686447411781632	RT @Dolores_McKeen : 🇨🇦@CASUpdate is deeply saddened w this news With COVID19 we face new challenges, healthcare teams put themselves in harm’s way. Sincere condolences to Dr. Subramanian’s family &amp; @Assoc_Anaes🇬🇧colleagues @ASA_Australia @TheNZSA @ASALifeline @APSForg @docanaesthetic @cpas @CMA_Docs https://t.co/BKP5VTQYL7	Dr. Dr. Bruce Ramsey	fourdogsranch	2020-11-14T18:54:50.000Z	Sat Nov 14 18:54:50 +0000 2020	0	0	en	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	Retweet	https://twitter.com/assoc_anaes/status/1327261235390394370 	0	9					
1327686446489198594	RT @drfahrettinkoca : Bugün tespit edilen 3.116 yeni hastamız var. Ağır hasta sayımız artıyor. Hastane yükümüz ve sağlık çalışanlarımızın omuzundaki yük artıyor. Mevcut hasta yükünü taşınabilir seviyede tutmak için tedbirlere uymak zorundayız. Birlik olup mücadeleye güç verin. https://t.co/RVlhe7786O	Hatay İl Sağlık Müd. 😷Maske ↔️Mesafe 🧼Hijyen	hataysm	2020-11-14T18:54:50.000Z	Sat Nov 14 18:54:50 +0000 2020	0	0	tr	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet	http://covid19.saglik.gov.tr 	0	0					
1327686444920565761	"RT @LE_GENERAL__OFF : GRANDIOSE des milliers de #manifestation à #Nice des restaurateurs contre les restrictions sanitaires + citoyens en colère ""Liberté"" #COVID19 #confinementSaison2 https://t.co/Wmc0mFOj6O"	Pimpomme #SauvonsNosEnfants	Pimpomme1	2020-11-14T18:54:50.000Z	Sat Nov 14 18:54:50 +0000 2020	0	0	fr	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Retweet		4	0	video	https://video.twimg.com/ext_tw_video/1327619581880520705/pu/vid/360x640/vOP07K7eLnbq8gd6.mp4?tag=10			
1327686444538867713	"Vanessa Rusci Art curator
Artist Valeria Pierini Italy 
Special Issue
https://t.co/UygIZNYa3W
Contacts
https://t.co/A3sfihAlYM
https://t.co/42JinJDPzp
https://t.co/oOoZNmd7EZ
CONSULT SPECIAL ISSUE ONLINE
https://t.co/GToXJ01LSO
ORDER YOUR COPY
https://t.co/MajJrVPvQw
#artmagazine https://t.co/MnwXQDtbJ3"	No name collective gallery	nonameCgallery	2020-11-14T18:54:50.000Z	Sat Nov 14 18:54:50 +0000 2020	0	0	en	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Tweet	https://www.nonamecollectivegallery.co.uk/ https://www.facebook.com/valeria.pierini.1 https://valeriapierini.it/ https://www.instagram.com/giorgina_vp/ https://issuu.com/.../nnn_gallery_special_art_october_2020 https://www.peecho.com/print/en/749754 	1	0	photo	https://pbs.twimg.com/media/EmzjPhxXYAAeZCt.jpg			
1327686441871216640	"RT @neuwirthe : #COVID19 #COVID19at  https://t.co/9uudp013px  
7-Tages-Inzidenz https://t.co/vqCgFpKrAu"	Ernst Wegerer 🇦🇹 🇪🇺	ErnstWegerer	2020-11-14T18:54:49.000Z	Sat Nov 14 18:54:49 +0000 2020	0	0	de	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	Retweet	https://covidanalysen.at 	2	0	photo	https://pbs.twimg.com/media/Emzfb3pXMAAWnWq.png			
1327686439497310208	"Jeden Tag ein Photo aus der Stadt in der ich lebe.
Heute: Maskenpflicht nicht nur in der Innenstadt, sondern auch auf Plätzen in den Vorstädten.
#Dortmund
#COVID19 https://t.co/TzknsJko9L"	I live by the Emscher	Laemscher	2020-11-14T18:54:49.000Z	Sat Nov 14 18:54:49 +0000 2020	0	0	de	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	Reply		2	0	photo	https://pbs.twimg.com/media/EmzjxtKXUAMZHTW.jpg			
1327686438691942402	RT @DrEricDing : 📍Trump knew the coronavirus was dangerous. Senator Perdue &amp; Loeffler knew too. Perdue downplayed it like Trump. Now thousands of Georgians have died of #COVID19, including 1 of every 341 *residents* in parts of Georgia. Perdue needs to be gone. Vote @ossoff &amp; @ReverendWarnock. https://t.co/08jLgA9Rdc	Chickenfried Frank: #FBR President Joe Biden	snivvlization	2020-11-14T18:54:48.000Z	Sat Nov 14 18:54:48 +0000 2020	0	0	en	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	Retweet		1	2	video	https://video.twimg.com/ext_tw_video/1327394567646220288/pu/vid/632x360/J-yRp65kRAwucUWV.mp4?tag=10			
